employee_id,job_role,years_experience,education_level,country,industry,company_size,remote_work_type,team_size,salary_usd_k,primary_ai_tool,ai_tools_used_per_day,hours_with_ai_assistance_daily,ai_replaces_my_tasks_pct,ai_adoption_stage,weekly_ai_upskilling_hrs,productivity_score,burnout_score,job_satisfaction_1_5,fear_of_ai_replacement,attrition_risk
EMP0159,Data Analyst,9,Master,Brazil,Consulting,Large (1000-5000),Hybrid,33,183,Notion AI,1,5.3,30,Integrating,2.2,61,62,2.6,Medium,Medium
EMP0160,Data Analyst,3,Bachelor,Netherlands,Fintech,Large (1000-5000),Hybrid,30,81,Notion AI,2,5.3,48,Optimizing,0.5,68,58,3.0,High,High
EMP0161,Prompt Engineer,2,Bachelor,India,Media,Small (50-200),Hybrid,47,42,Midjourney,2,6.7,16,Experimenting,4.9,51,31,4.7,Medium,Low
EMP0162,DevOps Engineer,12,Self-taught,Australia,EdTech,Mid (200-1000),Fully Remote,12,190,Claude,3,1.3,26,Integrating,4.7,52,44,3.4,Low,Low
EMP0163,Data Analyst,10,PhD,Germany,Media,Mid (200-1000),Fully Remote,47,160,Notion AI,6,4.3,18,Experimenting,0.8,42,38,4.7,Low,Low
EMP0164,Prompt Engineer,9,Master,India,Fintech,Large (1000-5000),Fully Remote,14,195,Notion AI,6,5.7,34,Optimizing,2.6,82,41,4.0,Low,Low
EMP0165,Data Scientist,15,Master,Brazil,Healthtech,Large (1000-5000),On-site,5,212,Gemini,6,4.9,48,Experimenting,9.5,65,55,2.7,Medium,Medium
EMP0166,Product Manager,8,Bachelor,France,Consulting,Startup (<50),Fully Remote,3,235,Perplexity,4,6.7,42,Optimizing,1.1,65,43,3.3,Low,Low
EMP0167,Cloud Architect,5,Self-taught,UK,SaaS,Mid (200-1000),Hybrid,35,63,Midjourney,2,1.0,63,Optimizing,3.1,59,59,2.4,Medium,Medium
EMP0168,ML Engineer,11,Bachelor,USA,Automotive,Small (50-200),Hybrid,44,58,Gemini,3,5.7,46,Optimizing,0.4,56,61,3.3,High,Medium
EMP0169,AI Ethics Officer,2,Bachelor,UK,Gaming,Mid (200-1000),On-site,23,114,Perplexity,5,4.5,56,Experimenting,1.5,63,55,3.8,Medium,Low
EMP0170,Frontend Engineer,15,Self-taught,Netherlands,Gaming,Startup (<50),On-site,6,79,Claude,7,3.3,67,Optimizing,7.0,58,52,3.1,High,High
EMP0171,AI Researcher,6,PhD,France,SaaS,Large (1000-5000),Fully Remote,10,85,Perplexity,6,3.1,65,Experimenting,3.7,58,54,2.3,Low,Medium
EMP0172,Product Manager,8,Master,USA,Media,Large (1000-5000),Fully Remote,21,79,Claude,5,5.2,38,Optimizing,4.5,50,43,3.7,Medium,Low
EMP0173,Cloud Architect,5,PhD,Australia,Consulting,Startup (<50),Hybrid,22,101,Notion AI,5,7.2,43,Optimizing,1.6,75,56,2.7,Low,Medium
EMP0174,Cloud Architect,16,Bootcamp,Netherlands,E-commerce,Small (50-200),Fully Remote,18,57,Midjourney,1,4.2,45,Integrating,6.8,57,29,3.7,High,Medium
EMP0175,Cloud Architect,18,Bootcamp,Brazil,Automotive,Large (1000-5000),Hybrid,13,179,Midjourney,4,6.7,41,Optimizing,7.5,77,56,3.3,Low,Low
EMP0176,Cloud Architect,6,Bootcamp,Singapore,Cybersecurity,Enterprise (5000+),Hybrid,29,181,Claude,3,3.5,69,Experimenting,1.8,78,58,3.7,Medium,Medium
EMP0177,DevOps Engineer,5,Self-taught,Australia,Fintech,Large (1000-5000),On-site,19,121,Midjourney,4,1.3,36,Integrating,0.4,43,50,3.7,Medium,Low
EMP0178,Prompt Engineer,16,Bachelor,India,Media,Enterprise (5000+),Fully Remote,4,228,Notion AI,1,1.0,12,Integrating,0.8,61,37,4.0,Medium,Low
EMP0179,AI Ethics Officer,13,PhD,Singapore,EdTech,Startup (<50),On-site,6,147,Midjourney,3,0.9,22,AI-First,6.6,42,46,3.4,High,Medium
EMP0180,Data Analyst,5,Master,Netherlands,Healthtech,Startup (<50),Fully Remote,15,51,Midjourney,3,3.4,49,AI-First,1.4,57,55,2.5,Low,Medium
EMP0181,Cloud Architect,13,Bootcamp,India,Gaming,Large (1000-5000),Hybrid,49,143,Cursor,2,3.0,37,Optimizing,4.9,57,55,3.3,Medium,Medium
EMP0182,Frontend Engineer,17,PhD,Brazil,Media,Mid (200-1000),Hybrid,27,194,Midjourney,4,5.9,9,AI-First,1.5,45,65,3.2,High,High
EMP0183,Data Analyst,18,Bootcamp,UK,Healthtech,Enterprise (5000+),Hybrid,20,173,ChatGPT,4,6.1,78,Integrating,1.7,50,68,2.4,Medium,Medium
EMP0184,Software Engineer,8,Bootcamp,India,Fintech,Small (50-200),Hybrid,42,127,Claude,2,0.9,40,AI-First,0.0,57,45,3.3,Medium,Low
EMP0185,Software Engineer,13,Master,UK,Gaming,Large (1000-5000),On-site,18,154,Claude,5,2.2,27,Integrating,3.2,61,51,3.9,Low,Low
EMP0186,Frontend Engineer,19,Self-taught,USA,Gaming,Small (50-200),On-site,40,72,GitHub Copilot,1,2.6,44,Optimizing,0.9,41,44,3.3,High,Medium
EMP0187,Prompt Engineer,3,Bachelor,Germany,E-commerce,Large (1000-5000),On-site,43,157,Gemini,4,4.6,9,Optimizing,3.9,51,40,3.5,High,Medium
EMP0188,Frontend Engineer,8,Self-taught,Canada,Media,Mid (200-1000),Fully Remote,5,119,GitHub Copilot,2,1.6,38,Experimenting,6.0,39,47,3.4,Medium,Low
EMP0189,DevOps Engineer,2,PhD,Australia,Consulting,Mid (200-1000),On-site,43,217,Midjourney,7,1.5,28,Integrating,3.7,51,41,4.0,High,Medium
EMP0190,Frontend Engineer,8,Self-taught,Canada,SaaS,Mid (200-1000),Hybrid,36,51,Midjourney,3,7.6,21,Experimenting,7.1,52,52,3.4,Medium,Low
EMP0191,Data Scientist,13,PhD,USA,SaaS,Mid (200-1000),Fully Remote,25,134,Notion AI,6,6.5,75,AI-First,7.4,71,72,2.7,Low,Medium
EMP0192,Data Analyst,13,PhD,India,Cybersecurity,Startup (<50),Fully Remote,42,224,Notion AI,7,1.9,26,Experimenting,7.0,75,28,4.8,Low,Low
EMP0193,Product Manager,1,Bachelor,USA,EdTech,Startup (<50),Fully Remote,14,92,Perplexity,2,3.5,19,Integrating,9.4,72,58,2.9,Medium,Medium
EMP0194,Backend Engineer,6,Master,Canada,Healthtech,Enterprise (5000+),Fully Remote,34,52,ChatGPT,6,3.2,19,Optimizing,2.4,66,45,3.0,Medium,Low
EMP0195,Prompt Engineer,19,Bachelor,Canada,Media,Small (50-200),Hybrid,16,161,ChatGPT,5,6.4,29,Experimenting,1.9,61,48,3.9,High,Medium
EMP0196,Frontend Engineer,16,Self-taught,Australia,Automotive,Large (1000-5000),On-site,16,239,ChatGPT,1,4.3,57,Integrating,6.1,56,68,2.8,Medium,Medium
EMP0197,AI Researcher,8,PhD,Singapore,EdTech,Large (1000-5000),Hybrid,32,141,ChatGPT,6,1.5,25,Optimizing,5.9,66,41,3.3,High,Medium
EMP0198,Software Engineer,1,Bootcamp,France,E-commerce,Startup (<50),Hybrid,44,170,ChatGPT,5,6.0,70,Experimenting,5.1,43,64,2.7,Medium,Medium
EMP0199,Data Scientist,16,Bootcamp,USA,Gaming,Large (1000-5000),On-site,29,231,ChatGPT,6,3.5,36,Optimizing,0.0,80,46,2.8,Medium,Low
EMP0200,AI Ethics Officer,9,PhD,Germany,Consulting,Startup (<50),Fully Remote,11,97,ChatGPT,3,2.5,25,Integrating,5.6,36,54,3.3,Low,Low
EMP0201,Cloud Architect,13,Bachelor,France,Media,Enterprise (5000+),On-site,8,43,ChatGPT,3,3.3,72,Experimenting,9.3,67,58,2.3,Medium,Medium
EMP0202,Backend Engineer,11,Master,USA,EdTech,Small (50-200),Hybrid,34,212,Perplexity,3,4.2,48,Integrating,3.3,56,48,3.7,High,Medium
EMP0203,Prompt Engineer,13,Bachelor,Brazil,EdTech,Enterprise (5000+),Hybrid,8,105,Cursor,3,3.1,70,Integrating,9.7,45,65,2.6,Low,Medium
EMP0204,Product Manager,10,PhD,Netherlands,Consulting,Mid (200-1000),Fully Remote,6,154,ChatGPT,2,2.3,18,AI-First,3.6,59,49,2.7,High,Medium
EMP0205,Backend Engineer,4,PhD,Netherlands,Cybersecurity,Mid (200-1000),Hybrid,27,75,Claude,3,3.5,19,AI-First,1.4,54,55,3.7,High,Medium
EMP0206,Frontend Engineer,6,Master,Canada,Healthtech,Mid (200-1000),Fully Remote,17,62,ChatGPT,7,0.6,24,Integrating,4.0,57,43,4.7,Medium,Low
EMP0207,DevOps Engineer,7,Self-taught,Netherlands,Healthtech,Enterprise (5000+),Hybrid,9,58,Gemini,3,6.3,38,Integrating,4.9,42,63,3.1,Low,Medium
EMP0208,Software Engineer,5,Self-taught,UK,EdTech,Large (1000-5000),Fully Remote,23,79,ChatGPT,7,1.8,40,Integrating,6.3,49,43,3.4,Low,Low
EMP0209,Software Engineer,11,Master,Germany,Fintech,Small (50-200),On-site,35,111,Cursor,2,0.8,13,Integrating,5.0,47,43,3.1,Low,Low
EMP0210,AI Ethics Officer,13,Self-taught,Netherlands,EdTech,Mid (200-1000),Fully Remote,41,183,Perplexity,3,5.4,75,Integrating,5.4,52,69,2.8,Low,Medium
EMP0211,DevOps Engineer,19,Bootcamp,India,EdTech,Mid (200-1000),Fully Remote,29,97,Notion AI,5,6.3,34,Optimizing,0.2,47,57,3.4,Medium,Low
EMP0212,Cloud Architect,10,Self-taught,UK,Consulting,Mid (200-1000),Hybrid,47,146,Notion AI,5,6.6,67,Integrating,2.5,60,50,3.3,Low,Low
EMP0213,Data Analyst,10,Self-taught,France,Gaming,Small (50-200),Fully Remote,37,57,Midjourney,4,4.2,39,Experimenting,3.1,47,46,3.9,Medium,Low
EMP0214,ML Engineer,11,Self-taught,UK,Consulting,Mid (200-1000),Hybrid,48,75,Cursor,5,2.0,17,Integrating,9.9,63,38,4.5,Medium,Low
EMP0215,Data Scientist,7,Bootcamp,USA,Media,Small (50-200),On-site,8,191,Cursor,1,6.0,50,Experimenting,3.0,64,61,2.3,Low,Medium
EMP0216,Software Engineer,18,Self-taught,Canada,EdTech,Mid (200-1000),Hybrid,41,168,Midjourney,1,5.7,60,Optimizing,9.0,54,78,2.5,Medium,Medium
EMP0217,AI Researcher,4,Bootcamp,Australia,Healthtech,Enterprise (5000+),Fully Remote,44,40,ChatGPT,1,2.3,13,Integrating,3.0,51,45,2.5,High,High
EMP0218,Software Engineer,2,Master,Australia,Automotive,Enterprise (5000+),Hybrid,29,103,Perplexity,2,7.3,40,Integrating,1.0,48,50,2.9,Medium,Medium
EMP0219,Backend Engineer,14,Bachelor,Brazil,Healthtech,Small (50-200),Hybrid,3,101,Perplexity,5,1.3,7,Integrating,2.5,74,30,4.4,Medium,Low
EMP0220,Software Engineer,13,Master,Germany,SaaS,Enterprise (5000+),On-site,10,149,ChatGPT,7,7.9,23,AI-First,2.7,62,63,2.9,High,Medium
EMP0221,Prompt Engineer,12,Bachelor,USA,Cybersecurity,Small (50-200),Fully Remote,7,203,Midjourney,1,7.0,32,Experimenting,9.8,76,49,2.6,Medium,Medium
EMP0222,Software Engineer,7,Master,Australia,E-commerce,Enterprise (5000+),Hybrid,2,114,Gemini,4,5.7,27,AI-First,6.7,46,57,3.6,High,Medium
EMP0223,ML Engineer,2,Bachelor,Canada,Media,Enterprise (5000+),Hybrid,4,185,GitHub Copilot,2,7.5,11,Integrating,9.3,56,49,3.1,Low,Low
EMP0224,ML Engineer,13,Bachelor,France,Media,Small (50-200),Fully Remote,11,55,Claude,4,5.9,18,AI-First,8.3,72,45,3.9,High,Medium
EMP0225,Cloud Architect,14,PhD,Australia,Cybersecurity,Large (1000-5000),Fully Remote,38,56,Midjourney,5,1.9,50,Optimizing,5.8,53,44,3.8,Low,Low
EMP0226,Product Manager,17,Bachelor,India,Automotive,Enterprise (5000+),Hybrid,45,63,ChatGPT,3,3.8,19,Experimenting,6.8,53,18,4.0,High,Low
EMP0227,Data Analyst,9,Bachelor,UK,E-commerce,Mid (200-1000),On-site,24,137,Claude,4,1.0,71,Optimizing,6.2,64,57,3.5,Low,Low
EMP0228,AI Researcher,17,PhD,Australia,Gaming,Large (1000-5000),On-site,34,235,Notion AI,3,3.4,19,Optimizing,6.7,59,34,4.0,High,Medium
EMP0229,Software Engineer,8,Self-taught,USA,EdTech,Small (50-200),Hybrid,10,246,Notion AI,2,6.1,55,Experimenting,2.6,59,47,3.5,High,Medium
EMP0230,Software Engineer,2,Self-taught,Netherlands,E-commerce,Large (1000-5000),Fully Remote,14,169,ChatGPT,4,3.4,12,Experimenting,4.1,69,42,3.4,Low,Low
EMP0231,Data Scientist,13,PhD,Netherlands,Automotive,Startup (<50),Fully Remote,29,240,GitHub Copilot,4,3.0,73,Optimizing,5.9,54,66,2.2,High,High
EMP0232,ML Engineer,3,Bootcamp,France,Fintech,Startup (<50),On-site,8,177,GitHub Copilot,6,5.0,66,Optimizing,0.4,76,46,3.3,Low,Low
EMP0233,AI Researcher,16,Bachelor,Netherlands,SaaS,Enterprise (5000+),On-site,27,220,Midjourney,2,7.0,55,Optimizing,4.8,36,68,2.5,Low,High
EMP0234,Cloud Architect,6,Bachelor,France,E-commerce,Enterprise (5000+),On-site,17,218,Claude,2,0.9,67,Optimizing,8.6,64,44,4.0,Medium,Low
EMP0235,AI Ethics Officer,19,PhD,USA,E-commerce,Mid (200-1000),Hybrid,41,236,Cursor,1,3.4,72,Optimizing,4.9,63,63,2.1,High,High
EMP0236,Product Manager,7,PhD,Germany,SaaS,Large (1000-5000),Fully Remote,27,53,Perplexity,5,1.7,20,Optimizing,5.5,52,44,4.3,Medium,Low
EMP0237,Data Analyst,10,Bootcamp,Netherlands,EdTech,Startup (<50),On-site,40,151,Perplexity,4,5.7,28,Integrating,2.0,43,48,4.2,Medium,Low
EMP0238,DevOps Engineer,9,Self-taught,Brazil,E-commerce,Enterprise (5000+),Hybrid,33,105,Claude,4,1.3,10,Integrating,7.9,55,35,3.5,Medium,Low
EMP0239,Data Analyst,2,Master,Canada,SaaS,Large (1000-5000),Fully Remote,37,121,Notion AI,7,5.5,61,AI-First,3.6,68,56,3.8,High,Medium
EMP0240,Prompt Engineer,15,Self-taught,UK,SaaS,Enterprise (5000+),Hybrid,43,132,Cursor,2,2.6,35,Experimenting,9.6,50,47,2.9,High,Medium
EMP0241,Backend Engineer,5,Bachelor,Netherlands,SaaS,Enterprise (5000+),Fully Remote,2,220,Notion AI,2,2.0,10,Integrating,9.9,59,39,4.3,Low,Low
EMP0242,Prompt Engineer,4,PhD,France,Consulting,Startup (<50),Fully Remote,22,231,GitHub Copilot,5,7.5,33,Optimizing,9.2,79,47,3.0,Low,Low
EMP0243,Software Engineer,4,Bootcamp,USA,Automotive,Startup (<50),Hybrid,14,111,ChatGPT,2,0.6,71,Integrating,0.8,40,41,4.2,Low,Low
EMP0244,Product Manager,18,Self-taught,Netherlands,Consulting,Enterprise (5000+),Hybrid,27,140,Perplexity,3,3.8,79,Experimenting,3.3,36,69,2.0,Medium,Medium
EMP0245,Backend Engineer,4,Bootcamp,Australia,Fintech,Small (50-200),On-site,46,88,Cursor,3,0.7,7,Experimenting,9.5,55,35,4.4,Low,Low
EMP0246,AI Researcher,17,Self-taught,Netherlands,Gaming,Enterprise (5000+),Fully Remote,10,129,Cursor,6,4.1,32,Optimizing,8.0,55,54,3.8,Low,Low
EMP0247,DevOps Engineer,12,Bachelor,France,Consulting,Enterprise (5000+),Fully Remote,38,229,Midjourney,3,4.3,78,AI-First,9.1,51,56,2.4,High,High
EMP0248,ML Engineer,17,Master,India,Consulting,Mid (200-1000),Fully Remote,24,76,Gemini,3,2.9,52,Integrating,5.7,68,44,4.4,Low,Low
EMP0249,Product Manager,10,Bootcamp,India,Automotive,Mid (200-1000),Fully Remote,2,216,GitHub Copilot,5,1.5,14,Integrating,4.8,58,29,4.5,Medium,Low
EMP0250,Product Manager,1,Bootcamp,Netherlands,Gaming,Mid (200-1000),Fully Remote,3,235,Cursor,4,3.3,37,Integrating,1.1,57,46,2.5,Medium,Low
EMP0251,Prompt Engineer,18,Master,UK,Cybersecurity,Small (50-200),Hybrid,44,200,Notion AI,3,5.5,71,Integrating,8.4,51,64,2.6,Low,Medium
EMP0252,Software Engineer,18,Bootcamp,USA,SaaS,Small (50-200),Hybrid,29,189,Notion AI,6,6.4,73,Experimenting,7.5,61,60,3.5,Medium,Medium
EMP0253,Frontend Engineer,14,Bootcamp,Brazil,Media,Enterprise (5000+),Hybrid,37,109,GitHub Copilot,2,4.5,16,Integrating,0.6,56,56,3.5,Medium,Medium
EMP0254,Cloud Architect,15,Self-taught,Brazil,Gaming,Mid (200-1000),On-site,32,72,Notion AI,3,4.9,61,Integrating,2.1,83,52,3.3,High,Medium
EMP0255,Prompt Engineer,12,Self-taught,Netherlands,Fintech,Small (50-200),Hybrid,42,67,Midjourney,6,2.0,48,Experimenting,5.6,64,50,3.8,Low,Low
EMP0256,Product Manager,4,Master,Netherlands,EdTech,Startup (<50),Fully Remote,6,127,ChatGPT,5,2.7,17,Experimenting,6.8,71,33,3.5,Medium,Low
EMP0257,Data Scientist,3,Bachelor,India,Fintech,Enterprise (5000+),Fully Remote,38,43,Claude,7,1.7,28,Optimizing,1.4,65,36,3.8,High,Medium
EMP0258,DevOps Engineer,12,Bootcamp,France,SaaS,Large (1000-5000),On-site,26,105,GitHub Copilot,7,2.4,48,AI-First,2.4,43,48,3.0,High,Medium
EMP0259,Cloud Architect,7,Bachelor,UK,Gaming,Enterprise (5000+),Hybrid,9,116,Midjourney,7,2.2,61,AI-First,1.9,58,46,3.5,High,Medium
EMP0260,Prompt Engineer,11,Master,Netherlands,Fintech,Large (1000-5000),On-site,35,149,Midjourney,2,4.4,20,Optimizing,2.2,56,45,4.0,High,Medium
EMP0261,DevOps Engineer,1,Master,Brazil,Fintech,Mid (200-1000),On-site,40,88,Midjourney,6,4.7,25,Experimenting,9.2,69,50,3.7,High,Medium
EMP0262,Data Scientist,6,Self-taught,USA,Cybersecurity,Large (1000-5000),On-site,33,167,Perplexity,3,7.6,55,Optimizing,7.2,58,70,2.8,Medium,Medium
EMP0263,AI Ethics Officer,15,Bootcamp,Germany,Cybersecurity,Mid (200-1000),On-site,12,178,Notion AI,4,2.0,25,Experimenting,7.4,67,32,4.4,High,Medium
EMP0264,Data Scientist,15,PhD,Australia,Gaming,Startup (<50),Hybrid,48,74,Perplexity,2,5.3,64,Optimizing,7.9,39,61,3.5,Medium,Low
EMP0265,Data Scientist,19,Master,Netherlands,SaaS,Large (1000-5000),Fully Remote,26,206,Perplexity,2,6.6,55,Optimizing,3.6,54,59,3.9,Low,Low
EMP0266,DevOps Engineer,11,Bootcamp,France,Consulting,Enterprise (5000+),On-site,4,177,Claude,7,4.7,25,Optimizing,7.7,77,32,4.5,Low,Low
EMP0267,Data Analyst,2,Bachelor,Netherlands,Healthtech,Mid (200-1000),Hybrid,46,113,Perplexity,4,2.4,10,AI-First,9.8,48,28,4.4,Low,Low
EMP0268,DevOps Engineer,14,Self-taught,France,E-commerce,Enterprise (5000+),Fully Remote,33,239,GitHub Copilot,7,2.5,77,Optimizing,7.0,75,61,3.4,Low,Low
EMP0269,Frontend Engineer,2,Bachelor,UK,Media,Small (50-200),Hybrid,36,108,Cursor,2,0.8,69,Optimizing,4.2,64,41,3.8,Low,Low
EMP0270,Software Engineer,4,Master,Germany,E-commerce,Mid (200-1000),Hybrid,33,190,Midjourney,3,2.8,62,Integrating,7.2,43,53,3.1,Low,Low
EMP0271,Backend Engineer,17,Master,Canada,Automotive,Large (1000-5000),On-site,35,73,Claude,7,6.1,10,AI-First,9.0,67,28,4.5,High,Low
EMP0272,Data Analyst,3,Bachelor,USA,Cybersecurity,Mid (200-1000),Hybrid,38,163,Perplexity,7,0.9,69,Experimenting,1.3,65,51,3.7,High,Medium
EMP0273,ML Engineer,13,Master,USA,Gaming,Enterprise (5000+),Fully Remote,6,150,ChatGPT,7,2.1,38,AI-First,2.7,62,29,4.2,Medium,Low
EMP0274,Backend Engineer,9,Bootcamp,France,E-commerce,Startup (<50),On-site,46,71,Gemini,2,5.8,60,Integrating,9.2,38,54,3.1,High,Medium
EMP0275,Software Engineer,7,Master,India,SaaS,Mid (200-1000),On-site,29,55,GitHub Copilot,3,6.4,79,Experimenting,9.5,53,62,2.8,Low,Medium
EMP0276,Prompt Engineer,15,Self-taught,France,Media,Large (1000-5000),Hybrid,29,107,Claude,4,3.9,7,Optimizing,4.8,56,40,3.5,High,Medium
EMP0277,Cloud Architect,11,Bootcamp,India,E-commerce,Small (50-200),Fully Remote,9,93,Gemini,1,5.7,46,Experimenting,3.7,35,53,3.9,Medium,Low
EMP0278,Frontend Engineer,2,PhD,Singapore,Media,Startup (<50),Fully Remote,28,163,Gemini,4,3.4,66,Optimizing,2.8,44,46,4.1,Low,Low
EMP0279,Frontend Engineer,15,Master,Brazil,EdTech,Small (50-200),Hybrid,17,195,Perplexity,3,1.7,10,Integrating,5.0,46,26,4.7,Low,Low
EMP0280,ML Engineer,14,Master,USA,SaaS,Mid (200-1000),Fully Remote,19,151,Claude,5,3.5,10,AI-First,9.3,49,27,3.6,Low,Low
EMP0281,Data Analyst,11,Self-taught,UK,Healthtech,Enterprise (5000+),Fully Remote,26,99,Notion AI,7,4.8,67,Optimizing,1.5,67,61,2.8,Low,Medium
EMP0282,AI Ethics Officer,3,Self-taught,France,Fintech,Enterprise (5000+),Hybrid,49,117,Cursor,4,7.6,24,Optimizing,4.2,67,53,3.1,Low,Medium
EMP0283,Data Scientist,17,Bachelor,UK,Media,Large (1000-5000),Hybrid,2,115,Cursor,5,1.0,25,Integrating,9.1,56,44,3.2,Low,Low
EMP0284,Data Analyst,12,Bachelor,Germany,SaaS,Enterprise (5000+),Hybrid,9,99,Claude,5,4.3,6,Experimenting,3.5,67,36,4.7,Low,Low
EMP0285,Cloud Architect,15,Bachelor,UK,Media,Startup (<50),Fully Remote,22,124,Claude,3,3.0,60,Optimizing,7.7,65,40,3.9,Low,Low
EMP0286,AI Ethics Officer,16,Self-taught,Netherlands,Media,Enterprise (5000+),Hybrid,35,151,Midjourney,3,4.3,14,Experimenting,3.9,55,40,3.8,High,Medium
EMP0287,Frontend Engineer,5,Bachelor,Brazil,Consulting,Large (1000-5000),Hybrid,25,119,ChatGPT,7,0.7,74,Integrating,8.0,68,53,3.0,Low,Medium
EMP0288,DevOps Engineer,6,Bachelor,Netherlands,Consulting,Mid (200-1000),Fully Remote,38,157,Cursor,1,2.8,27,Optimizing,9.8,49,34,4.3,Low,Low
EMP0289,Cloud Architect,19,PhD,Australia,SaaS,Mid (200-1000),Fully Remote,27,211,Midjourney,6,6.6,34,Integrating,3.9,50,44,4.6,Medium,Low
EMP0290,Software Engineer,5,Bachelor,France,Consulting,Enterprise (5000+),Hybrid,48,41,Notion AI,2,4.7,41,Experimenting,8.5,46,55,3.2,High,Medium
EMP0291,ML Engineer,3,Master,USA,Automotive,Small (50-200),On-site,15,62,Gemini,4,3.9,59,Experimenting,9.9,61,56,3.0,Medium,Medium
EMP0292,Software Engineer,1,Self-taught,France,Healthtech,Mid (200-1000),Hybrid,30,85,Gemini,3,2.6,53,Experimenting,9.8,54,60,3.0,High,High
EMP0293,Cloud Architect,6,Bootcamp,Brazil,Gaming,Enterprise (5000+),Fully Remote,31,112,Gemini,4,2.7,38,AI-First,4.3,65,60,2.8,Low,Medium
EMP0294,AI Researcher,15,PhD,Canada,SaaS,Large (1000-5000),Fully Remote,4,93,Claude,6,3.4,48,Experimenting,4.9,43,39,3.7,Low,Low
EMP0295,AI Researcher,2,Self-taught,Canada,SaaS,Enterprise (5000+),On-site,8,110,Notion AI,6,6.8,26,AI-First,3.0,45,48,3.1,Low,Medium
EMP0296,Prompt Engineer,3,Self-taught,Australia,Automotive,Mid (200-1000),Fully Remote,37,164,GitHub Copilot,7,7.8,35,Experimenting,3.1,48,57,2.7,Medium,Low
EMP0297,Data Analyst,17,Master,Brazil,Cybersecurity,Large (1000-5000),Hybrid,12,120,Midjourney,5,3.8,11,Experimenting,4.9,61,43,3.6,Medium,Low
EMP0298,Frontend Engineer,12,Bachelor,Singapore,Cybersecurity,Enterprise (5000+),Hybrid,33,48,GitHub Copilot,7,3.5,25,Integrating,2.0,50,52,3.3,Medium,Low
EMP0299,Frontend Engineer,18,Master,Singapore,Consulting,Startup (<50),Fully Remote,13,109,Perplexity,2,6.8,20,Experimenting,7.1,57,55,3.0,Low,Medium
EMP0300,Data Scientist,15,Bachelor,Singapore,Gaming,Large (1000-5000),On-site,16,211,ChatGPT,1,3.7,24,Optimizing,5.4,59,53,4.0,Medium,Low
EMP0301,Data Scientist,12,Bachelor,USA,Consulting,Startup (<50),Hybrid,39,123,ChatGPT,4,4.6,47,AI-First,9.0,73,53,3.4,Low,Low
EMP0302,Data Scientist,16,Self-taught,USA,EdTech,Small (50-200),Hybrid,25,113,Midjourney,2,2.2,48,Experimenting,8.1,68,43,3.9,Medium,Low
EMP0303,DevOps Engineer,8,Bachelor,Singapore,EdTech,Large (1000-5000),Fully Remote,2,112,Gemini,1,6.1,51,Optimizing,3.2,45,73,3.0,Medium,Medium
EMP0304,Backend Engineer,14,PhD,Canada,Fintech,Startup (<50),Fully Remote,19,51,Perplexity,4,4.5,23,Integrating,5.1,41,47,3.5,Medium,Medium
EMP0305,Product Manager,17,PhD,Brazil,EdTech,Mid (200-1000),Hybrid,47,71,Cursor,2,6.6,52,Experimenting,7.5,47,56,3.2,Low,Low
EMP0306,Backend Engineer,8,PhD,UK,Cybersecurity,Mid (200-1000),Hybrid,8,201,Notion AI,3,6.4,73,Experimenting,1.9,65,56,2.7,High,High
EMP0307,Software Engineer,15,Self-taught,Brazil,Healthtech,Small (50-200),Fully Remote,43,122,ChatGPT,4,2.1,15,AI-First,0.3,54,39,4.0,Medium,Low
EMP0308,Backend Engineer,14,Master,Singapore,EdTech,Large (1000-5000),Fully Remote,42,72,GitHub Copilot,2,5.9,33,Experimenting,8.5,53,59,2.9,Low,Low
EMP0309,DevOps Engineer,18,Bootcamp,Brazil,Consulting,Large (1000-5000),Fully Remote,3,103,GitHub Copilot,6,6.5,49,AI-First,1.4,56,53,2.9,High,Medium
EMP0310,Prompt Engineer,7,Bachelor,Germany,Media,Large (1000-5000),On-site,41,87,Cursor,1,3.1,72,Integrating,8.9,67,56,3.8,Medium,Medium
EMP0311,Software Engineer,3,Bootcamp,USA,SaaS,Small (50-200),Hybrid,32,55,Claude,2,1.8,40,Experimenting,9.1,43,47,2.8,Medium,Medium
EMP0312,Backend Engineer,12,Master,USA,Healthtech,Large (1000-5000),On-site,34,217,Gemini,3,0.5,52,Integrating,4.6,56,50,4.2,Low,Low
EMP0313,DevOps Engineer,3,Master,Canada,Healthtech,Mid (200-1000),Fully Remote,31,153,Claude,7,3.9,19,Optimizing,8.1,75,41,4.5,Medium,Low
EMP0314,Product Manager,14,Self-taught,UK,Consulting,Startup (<50),On-site,32,190,Midjourney,4,3.1,48,Optimizing,3.6,76,47,3.3,Low,Low
EMP0315,Backend Engineer,15,PhD,Singapore,SaaS,Mid (200-1000),Fully Remote,35,65,ChatGPT,4,4.7,71,Integrating,8.6,51,56,4.0,Medium,Low
EMP0316,DevOps Engineer,14,PhD,France,Cybersecurity,Mid (200-1000),Hybrid,8,93,Cursor,4,1.9,78,AI-First,8.2,67,48,3.0,Medium,Medium
EMP0317,Data Scientist,7,Master,Canada,Healthtech,Startup (<50),On-site,26,211,Cursor,3,6.9,44,Experimenting,0.8,49,50,3.8,Medium,Low
